,index,Unnamed: 0,client_msg_id,type,text,ts,team,blocks,bot_id,bot_profile,files,upload,display_as_bot,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,subscribed,reactions,subtype,inviter,edited,attachments,Channel_id,Channel_name,bot_link,purpose,user_hash,datetime,date,time,h,m,s,translations
211,321,61,f6710e11-0628-4605-8aa1-8a27ceb376f5,message,Creo que habías hecho una de investigaciones o algo similar,1602785416.0196,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'HZI3', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Creo que habías hecho una de investigaciones o algo similar'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,9de0eab41d06af99a9db556b51b6585d,2020-10-15 15:10:16.019600,2020-10-15,15:10:16.019600,15,10,16,I think you had done a research or something similar
212,322,62,e40cbb6f-0916-407c-b88a-4a41dfb38d63,message,"me parece bien, en que carpeta del Drive quieren que lo suba ?",1602785375.0192,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'MnD', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'me parece bien, en que carpeta del Drive quieren que lo suba ?'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,dc71163e5963271a52952b547d9b3757,2020-10-15 15:09:35.019200,2020-10-15,15:09:35.019200,15,9,35,"Sounds good to me, in which folder of the Drive do you want me to upload it?"
213,323,63,7d1293bd-d897-4c00-9f2e-d0bf15b6efe3,message,Porque slack borra los mensajes,1602785324.0186,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'kHQTz', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Porque slack borra los mensajes'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-15 15:08:44.018600,2020-10-15,15:08:44.018600,15,8,44,Why slack deletes messages
214,324,64,0e7cd83e-c418-40fe-a781-388c5aad6563,message,Deberiamos subirlo a algun drive,1602785317.0183,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '5njU', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Deberiamos subirlo a algun drive'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-15 15:08:37.018300,2020-10-15,15:08:37.018300,15,8,37,We should upload it to some drive
215,325,65,b0b26ef7-7b4e-4185-8327-a0544df0f8da,message,de nada :wink:,1602785315.0182,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'zIB', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'de nada '}, {'type': 'emoji', 'name': 'wink'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,dc71163e5963271a52952b547d9b3757,2020-10-15 15:08:35.018200,2020-10-15,15:08:35.018200,15,8,35,you're welcome: wink:
216,326,66,027d8299-748e-4017-8470-ba7f7ac528fa,message,Muy bueno Vero,1602785308.0179,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'LGZ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Muy bueno Vero'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-15 15:08:28.017900,2020-10-15,15:08:28.017900,15,8,28,Very good Vero
217,327,67,e506d9ff-0ef1-4430-8316-3a1347d47bab,message,Muy buena información. ¡Gracias!,1602785285.0176,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'f4Dc', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Muy buena información. ¡Gracias!'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,9de0eab41d06af99a9db556b51b6585d,2020-10-15 15:08:05.017600,2020-10-15,15:08:05.017600,15,8,5,Very good information. Thank you!
218,328,68,4cf21f98-dbcc-4789-9de9-c9e0eb066f59,message,"*Dos recomendaciones generales:*
• Googlear la página de *stack share* -&gt; muestra que tecnologías usan las empresas grandes. Podés buscar a tus competidores o tus posibles clientes y saber que plataformas usan.
• Buscar *influencers de AI* en linkedin y medium, ya que siempre están compartiendo contenido actualizado y novedoso. sobre todo los de EEUU",1602785279.0175,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'IdjP', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Dos recomendaciones generales:', 'style': {'bold': True}}, {'type': 'text', 'text': '\n'}]}, {'type': 'rich_text_list', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Googlear la página de '}, {'type': 'text', 'text': 'stack share', 'style': {'bold': True}}, {'type': 'text', 'text': ' -> muestra que tecnologías usan las empresas grandes. Podés buscar a tus competidores o tus posibles clientes y saber que plataformas usan.'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Buscar '}, {'type': 'text', 'text': 'influencers de AI', 'style': {'bold': True}}, {'type': 'text', 'text': ' en linkedin y medium, ya que siempre están compartiendo contenido actualizado y novedoso. sobre todo los de EEUU'}]}], 'style': 'bullet', 'indent': 0}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,dc71163e5963271a52952b547d9b3757,2020-10-15 15:07:59.017500,2020-10-15,15:07:59.017500,15,7,59,"* Two general recommendations: *
• Google the * stack share * page - & gt; shows what technologies large companies use. You can search for your competitors or your potential customers and find out what platforms they use.
• Find * AI influencers * on linkedin and medium, since they are always sharing up-to-date and new content. especially those from the US"
219,329,69,9c15d926-49ec-4ad9-9bcb-def5fe1b836c,message,"*APLI*
• Aplican AI al proceso de reclutamiento de RRHH. Buscan ayudar a RRHH no quitarles el trabajo
• Automatizan partes que no aportan valor, el trabajo que queda dsp de la tecnología es el trabajo de alto valor
• El objetivo es conseguir los mejor empleados y mas rápido (un 70% más rápido) antes de que los contrate el competidor.
• Aprenden cual es el DNA optimo para un puesto según los datos de los empleados existentes. no es lo mismo si hay mucho o pocos empleados en la empresa.
• Como humanos tenemos mucho sesgo para la selección de personas, ya que preferimos a quienes se parecen a nosotros, es por esto que el modelo puede ser mas justo, ya que no tiene en cuenta el sexo del candidato ni la edad.
• Costo por contratación del servicio
• Recomendación para las empresas: formalizar las comunicaciones
- Todos deben tener un mail corporativo
- Mantener conversaciones laborales en los canales de comunicación interna de slack y microsoft teams
- no usar whatsapp paa comunicaciones de tabajo",1602784902.0149,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'lArX', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'APLI', 'style': {'bold': True}}, {'type': 'text', 'text': '\n'}]}, {'type': 'rich_text_list', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Aplican AI al proceso de reclutamiento de RRHH. Buscan ayudar a RRHH no quitarles el trabajo'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Automatizan partes que no aportan valor, el trabajo que queda dsp de la tecnología es el trabajo de alto valor'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'El objetivo es conseguir los mejor empleados y mas rápido (un 70% más rápido) antes de que los contrate el competidor.'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Aprenden cual es el DNA optimo para un puesto según los datos de los empleados existentes. no es lo mismo si hay mucho o pocos empleados en la empresa.'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Como humanos tenemos mucho sesgo para la selección de personas, ya que preferimos a quienes se parecen a nosotros, es por esto que el modelo puede ser mas justo, ya que no tiene en cuenta el sexo del candidato ni la edad.'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Costo por contratación del servicio'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Recomendación para las empresas: formalizar las comunicaciones'}]}], 'style': 'bullet', 'indent': 0}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': '- Todos deben tener un mail corporativo\n- Mantener conversaciones laborales en los canales de comunicación interna de slack y microsoft teams\n- no usar whatsapp paa comunicaciones de tabajo'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,dc71163e5963271a52952b547d9b3757,2020-10-15 15:01:42.014900,2020-10-15,15:01:42.014900,15,1,42,"* APLI *
• They apply AI to the HR recruitment process. They seek to help HR not take away their jobs
• They automate parts that do not add value, the work that remains behind the technology is high value work
• The goal is to get the best employees and faster (70% faster) before the competitor hires them.
• They learn what is the optimal DNA for a position based on the data of existing employees. it is not the same if there are many or few employees in the company.
• As humans we have a lot of bias for the selection of people, since we prefer those who look like us, this is why the model can be more fair, since it does not take into account the sex of the candidate or age.
• Cost of contracting the service
• Recommendation for companies: formalize communications
- Everyone must have a corporate email
- Hold work conversations in the internal communication channels of slack and microsoft teams
- do not use whatsapp for work communications"
220,330,70,2d76a096-a2c1-4eb0-b885-655f3dbba01c,message,"*ERUDIT*
• Cuando es momento de invertir en AI???? ya, desde hace 2 años deberían haber empezado a invertir en AI las empresas.
• Para una pyme es mas sencillo incorporar AI ya que al tener pocos empleados, es menos el gasto.
• Hay opciones de AI gratuitas. Pero hay que saber que si no te cobran, es porque el negocio eres tu... porque venden tus datos
• El mercado de Erudit es EEUU. 
• Cobran por grupo $490 dolares por un grupo de 1 manager y 30 personas por mes
• La palabra ROBOT significa: trabajo pesado. No vienen a robar trabajo sino a agilizar tareas pesadas y rutinarias que no aportan valor, y eso nos deja tiempo a nosotros para dedicamos al procesamiento simbolico humano, tareas que solo nosotros podemos hacer.
• AI es un golpe al ego. Descubrimos que una app puede hacer algo mejor que yo, hay que verlo como un complemento y no como competencia.
• Las personas suelen tener la mente en muchos lugares a la vez, por eso es ideal automatizar procesos para que nos centremos en lo verdaderamente importante
• Los ejercicios de mindfullness son ideales para mantenernos concentrados en un proceso a la vez y mejorar el rendimiento
• Recomendación: mapear los procesos de recursos humanos y administrativos de tu empresa, para intentar encontrar los procesos con mas dolor y poder aplicarles AI. Es necesario tener claridad de los procesos para buscar herramientas de AI que nos sean útiles.",1602784509.0098,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'bm4Mg', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'ERUDIT', 'style': {'bold': True}}, {'type': 'text', 'text': '\n'}]}, {'type': 'rich_text_list', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Cuando es momento de invertir en AI???? ya, desde hace 2 años deberían haber empezado a invertir en AI las empresas.'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Para una pyme es mas sencillo incorporar AI ya que al tener pocos empleados, es menos el gasto.'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Hay opciones de AI gratuitas. Pero hay que saber que si no te cobran, es porque el negocio eres tu... porque venden tus datos'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'El mercado de Erudit es EEUU. '}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Cobran por grupo $490 dolares por un grupo de 1 manager y 30 personas por mes'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'La palabra ROBOT significa: trabajo pesado. No vienen a robar trabajo sino a agilizar tareas pesadas y rutinarias que no aportan valor, y eso nos deja tiempo a nosotros para dedicamos al procesamiento simbolico humano, tareas que solo nosotros podemos hacer.'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'AI es un golpe al ego. Descubrimos que una app puede hacer algo mejor que yo, hay que verlo como un complemento y no como competencia.'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Las personas suelen tener la mente en muchos lugares a la vez, por eso es ideal automatizar procesos para que nos centremos en lo verdaderamente importante'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Los ejercicios de mindfullness son ideales para mantenernos concentrados en un proceso a la vez y mejorar el rendimiento'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Recomendación: mapear los procesos de recursos humanos y administrativos de tu empresa, para intentar encontrar los procesos con mas dolor y poder aplicarles AI. Es necesario tener claridad de los procesos para buscar herramientas de AI que nos sean útiles.'}]}], 'style': 'bullet', 'indent': 0}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,dc71163e5963271a52952b547d9b3757,2020-10-15 14:55:09.009800,2020-10-15,14:55:09.009800,14,55,9,"* ERUDIT *
• When is it time to invest in AI ???? Already, 2 years ago, companies should have started investing in AI.
• For an SME, it is easier to incorporate AI since having few employees means less expense.
• There are free AI options. But you have to know that if they do not charge you, it is because the business is you ... because they sell your data
• Erudit's market is the US.
• They charge per group $ 490 dollars for a group of 1 manager and 30 people per month
• The word ROBOT means: heavy work. They do not come to steal work but to streamline heavy and routine tasks that do not add value, and that leaves time for us to dedicate to human symbolic processing, tasks that only we can do.
• AI is a blow to the ego. We discovered that an app can do something better than me, it must be seen as a complement and not as a competition.
• People tend to have their minds in many places at the same time, so it is ideal to automate processes so that we can focus on what is truly important
• Mindfulness exercises are ideal for keeping us focused on one process at a time and improving performance
• Recommendation: map the human and administrative resources processes of your company, to try to find the processes with the most pain and to be able to apply AI to them. It is necessary to be clear about the processes to find AI tools that are useful to us."
221,331,71,6007b95a-1371-457b-933e-f978ba257a7c,message,(en un rato les comparto lo de las otras dos empresas),1602780220.0039,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'wgcj', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': '(en un rato les comparto lo de las otras dos empresas)'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,dc71163e5963271a52952b547d9b3757,2020-10-15 13:43:40.003900,2020-10-15,13:43:40.003900,13,43,40,(I'll share with you about the other two companies in a while)
222,332,72,8c24921c-6dd9-4988-b682-3c05cd81748d,message,"*Resumen del panel de Inteligencia Artificial organizado por RUNA:*

*WORKET*
• Automatizan tareas manuales que no aportan valor en el proceso de selección de personal, para que el reclutador se centre en entrevistar
solo a los candidatos que mejor se ajustan al perfil vacante de la empresa.
• Permiten que no se realicen selecciones tempranas, es decir contratar a un empleado que luego de los primeros 3 meses decida irse. esto se debe a que no estaba cómodo en su rol, por que probablemente no ajustaba bien al perfil y la selección no fue específica
• Un dato importante es que el 80% de los postulantes no lee la propuesta laboral... eso hace perder tiempo del personal de RRHH en filtrar CVs.
• Al ahorrarle tiempo al equipo de RRHH en filtrar CV, les permite potenciar su trabajo en los puntos que realmente aportan valor
• Worket trabaja con algoritmos que generan un perfil enriquecido con encuestas y datos obtenidos por chatbots.... no trabajan directamente con el CV.
• Cobran según la cantidad de empleados. en las pymes demoran más en llegar a un resultado especifico por tener menos empleados, ya que el algoritmo tiene menos datos con los que fue entrenado.el desafio es como recaudar informacion para las distintas áreas
• Las áreas se transforman y se adaptan. se generan cambios, la utilizacion de AI no viene a quitar el puesto de un reclutador sino que el trabajo se ve potenciado. 
• Es importante devolver la información a los candidatos, eso le genera una mejor experiencia y le brinda un aprendizaje valioso. Puede servirle para luego presentarse a otro puesto en nuestra compañiapara el cual se ajuste mas su perfil.
• Worket permite que el proceso sea 100% remoto
• La mayoria de los desarrollos de AI, se enfoca en selección de personal y hay muchas áreas que no son explotadas como la capacitacion del personal, el área administrativa de una empresa, etc",1602780191.0033,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'yOI', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Resumen del panel de Inteligencia Artificial organizado por RUNA:', 'style': {'bold': True}}, {'type': 'text', 'text': '\n\n'}, {'type': 'text', 'text': 'WORKET', 'style': {'bold': True}}, {'type': 'text', 'text': '\n'}]}, {'type': 'rich_text_list', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Automatizan tareas manuales que no aportan valor en el proceso de selección de personal, para que el reclutador se centre en entrevistar'}]}], 'style': 'bullet', 'indent': 0}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'solo a los candidatos que mejor se ajustan al perfil vacante de la empresa.\n'}]}, {'type': 'rich_text_list', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Permiten que no se realicen selecciones tempranas, es decir contratar a un empleado que luego de los primeros 3 meses decida irse. esto se debe a que no estaba cómodo en su rol, por que probablemente no ajustaba bien al perfil y la selección no fue específica'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Un dato importante es que el 80% de los postulantes no lee la propuesta laboral... eso hace perder tiempo del personal de RRHH en filtrar CVs.'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Al ahorrarle tiempo al equipo de RRHH en filtrar CV, les permite potenciar su trabajo en los puntos que realmente aportan valor'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Worket trabaja con algoritmos que generan un perfil enriquecido con encuestas y datos obtenidos por chatbots.... no trabajan directamente con el CV.'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Cobran según la cantidad de empleados. en las pymes demoran más en llegar a un resultado especifico por tener menos empleados, ya que el algoritmo tiene menos datos con los que fue entrenado.el desafio es como recaudar informacion para las distintas áreas'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Las áreas se transforman y se adaptan. se generan cambios, la utilizacion de AI no viene a quitar el puesto de un reclutador sino que el trabajo se ve potenciado. '}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Es importante devolver la información a los candidatos, eso le genera una mejor experiencia y le brinda un aprendizaje valioso. Puede servirle para luego presentarse a otro puesto en nuestra compañiapara el cual se ajuste mas su perfil.'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Worket permite que el proceso sea 100% remoto'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'La mayoria de los desarrollos de AI, se enfoca en selección de personal y hay muchas áreas que no son explotadas como la capacitacion del personal, el área administrativa de una empresa, etc'}]}], 'style': 'bullet', 'indent': 0}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,dc71163e5963271a52952b547d9b3757,2020-10-15 13:43:11.003300,2020-10-15,13:43:11.003300,13,43,11,"* Summary of the Artificial Intelligence panel organized by RUNA: *

* WORKET *
• They automate manual tasks that do not add value in the personnel selection process, so that the recruiter focuses on interviewing
only to candidates who best fit the vacancy profile of the company.
• They allow that early selections are not made, that is, hiring an employee who decides to leave after the first 3 months. This is because he was not comfortable in his role, because he probably did not fit the profile well and the selection was not specific
• An important fact is that 80% of applicants do not read the job proposal ... that wastes time for HR staff in filtering CVs.
• By saving the HR team time filtering CVs, it allows them to enhance their work in the areas that really add value
• Worket works with algorithms that generate a profile enriched with surveys and data obtained by chatbots ... they do not work directly with the CV.
• They charge according to the number of employees. in SMEs they take longer to reach a specific result due to having fewer employees, since the algorithm has less data with which it was trained. the challenge is how to collect information for the different areas
• Areas transform and adapt. changes are generated, the use of AI does not come to remove the position of a recruiter but rather the work is enhanced.
• It is important to give the information back to the candidates, that creates a better experience and provides valuable learning. It can be used to later apply for another position in our company for which your profile fits more.
• Worket allows the process to be 100% remote
• Most AI developments focus on personnel selection and there are many areas that are not exploited such as staff training, the administrative area of ​​a company, etc."
223,334,74,ae609475-09c4-4d8c-a685-3517086555e1,message,Este es un servicio que descarga datos de slack y de otras plataformas... pero tmb es pago.... tiene un periodo de prueba gratuito.... se los dejo asi lo ven,1602701958.0009,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'xmP', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Este es un servicio que descarga datos de slack y de otras plataformas... pero tmb es pago.... tiene un periodo de prueba gratuito.... se los dejo asi lo ven'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,dc71163e5963271a52952b547d9b3757,2020-10-14 15:59:18.000900,2020-10-14,15:59:18.000900,15,59,18,This is a service that downloads data from slack and from other platforms ... but tmb is paid ... it has a free trial period ... I will leave you as you see it
224,335,75,6d293c41-8cf0-48a0-bbbe-43b85a58cd6d,message,Muy bueno Vero!,1602594315.0002,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'liy', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Muy bueno Vero!'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-13 10:05:15.000200,2020-10-13,10:05:15.000200,10,5,15,Very good Vero!
225,337,77,1c4b53c9-af4d-4b3a-929e-9acd3c1931e0,message,"Anual
$100 dls x colaborador",1601563560.0068,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'bf=X', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Anual\n$100 dls x colaborador'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,9de0eab41d06af99a9db556b51b6585d,2020-10-01 11:46:00.006800,2020-10-01,11:46:00.006800,11,46,0,"Annual
$ 100 dls x collaborator"
226,338,78,7b2fe117-41bd-488c-b473-a2804964c804,message,Precio anual?,1601563515.0063,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'syF3', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Precio anual?'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-01 11:45:15.006300,2020-10-01,11:45:15.006300,11,45,15,Annual price?
227,339,79,9b28c946-b5a8-4b70-918c-1773013ae1dc,message,wow es bastante caro...,1601563470.0057,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'I4o4n', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'wow es bastante caro...'}]}]}]",,,,,,,,,,,,,,,,,C01BY68JMRA,novedades,,,dc71163e5963271a52952b547d9b3757,2020-10-01 11:44:30.005700,2020-10-01,11:44:30.005700,11,44,30,wow it's quite expensive ...
228,354,4,ea9f6a08-f9c9-4ab1-aca1-da54142bdbba,message,Jajajajajaj,1604065732.0057,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'hgY', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Jajajajajaj'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-30 10:48:52.005700,2020-10-30,10:48:52.005700,10,48,52,Hahahahaha
229,355,5,63c93acc-bac7-471c-9767-ca9440d394bb,message,entro en la adolescencia ya....,1604065567.0052,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'z=7A', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'entro en la adolescencia ya....'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-30 10:46:07.005200,2020-10-30,10:46:07.005200,10,46,7,I enter adolescence already ...
230,356,6,5049363d-23ae-4676-8180-ae59eb2f02cd,message,jajajaja esta terco... no me acepta un cambio de formato que necesito,1604065546.005,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '9=Z', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'jajajaja esta terco... no me acepta un cambio de formato que necesito'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-30 10:45:46.005000,2020-10-30,10:45:46.005000,10,45,46,hahahaha he's stubborn ... he won't accept a format change that I need
231,357,7,45cab355-6caa-419a-b39a-f3b74c9da269,message,jaja,1604065518.0045,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'v=Adr', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'jaja'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,1a6fdf053a6c457e92545ccdf7ef1777,2020-10-30 10:45:18.004500,2020-10-30,10:45:18.004500,10,45,18,haha
232,381,31,f63ac524-9943-4260-8e41-4a8586369d65,message,casi... falta una minima tuerca aun,1603838794.0121,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '49/', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'casi... falta una minima tuerca aun'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-27 19:46:34.012100,2020-10-27,19:46:34.012100,19,46,34,almost ... a minimum nut is still missing
233,382,32,6f774dab-8ce3-42f0-b2fb-26255cb77681,message,Bien Vero!,1603838671.0117,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'd9w+j', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Bien Vero!'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-27 19:44:31.011700,2020-10-27,19:44:31.011700,19,44,31,Well Vero!
234,387,37,f7a36be9-7f2f-4b45-8f9d-00167c94fcf5,message,dale :smile:,1603833972.0106,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '9T4I', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'dale '}, {'type': 'emoji', 'name': 'smile'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-27 18:26:12.010600,2020-10-27,18:26:12.010600,18,26,12,give him: smile:
235,388,38,1bbe1ab3-470f-41bd-83e5-69079b379825,message,Mañana lo vemos!,1603833921.0104,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'mJDi', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Mañana lo vemos!'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,ee2b02f7f3ecf01dd408031780cb1521,2020-10-27 18:25:21.010400,2020-10-27,18:25:21.010400,18,25,21,Tomorrow we see it!
236,389,39,768278f7-fe52-4a83-87ce-c771006943f5,message,pero cuando vuelvo a pedirle es donde estoy teniendo la traba.... con la reasignación de un valor del dataframe que creo... por eso no vieron mas mensajes de descargas,1603833876.01,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'XbV', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'pero cuando vuelvo a pedirle es donde estoy teniendo la traba.... con la reasignación de un valor del dataframe que creo... por eso no vieron mas mensajes de descargas'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-27 18:24:36.010000,2020-10-27,18:24:36.010000,18,24,36,but when I ask again that is where I am having the problem ... with the reassignment of a value of the dataframe that I think ... that's why they did not see more download messages
237,390,40,5ff72e34-894b-4802-821c-0cb55b7f17fe,message,ya chequié y a la primer descarga la hace de 10,1603833833.0089998,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'm1oJo', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'ya chequié y a la primer descarga la hace de 10'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,,dc71163e5963271a52952b547d9b3757,2020-10-27 18:23:53.009000,2020-10-27,18:23:53.009000,18,23,53,I already checked and the first download makes it 10
